rxn_label,exp0,exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,exp10,exp11,exp12,exp13,exp14,exp15,exp16,exp17,exp18,exp19,exp20,exp21,exp22,exp23,exp24,exp25,exp26,exp27,exp28,exp29,exp30,exp31,exp32,exp33,exp34,exp35,exp36,exp37,exp38,exp39,exp40,exp41,exp42,exp43,exp44,exp45,exp46,exp47,exp48,exp49,exp50,exp51,exp52,exp53,exp54,exp55,exp56,exp57,exp58,exp59,exp60,exp61,exp62,exp63,exp64,exp65,exp66,exp67,exp68,exp69,exp70,exp71,exp72,exp73,exp74,exp75,exp76,exp77,exp78,exp79,exp80,exp81,exp82,exp83,exp84,exp85,exp86,exp87,exp88,exp89,exp90,exp91,exp92,exp93,exp94,exp95,exp96,exp97,exp98,exp99,exp100,exp101,exp102,exp103,mean_abs_sens,max_abs_sens,mean_rel_change
r63 NH2 + O2 <=> H2NO + O,0.002467229417075326,0.0021580943848348347,0.0021604449271469908,0.0011781838663154581,0.003978982490120139,0.003402140459051439,0.002584249396246117,0.002508465205835647,0.0030497636890902003,0.0026003713999711913,0.00245395814063275,0.002571503171931099,0.0024241096613669367,0.001632187515511258,0.003030018741039025,0.0022423407347991722,0.0029238029964744356,0.002920996430286473,0.0033949702216517995,0.002204857106151519,0.0015925060893926086,0.0014413356433212172,0.002744468865147462,0.0035858629477532604,0.0025713743779115167,0.003155906556800682,0.0021206296139743134,0.0029613417827077156,0.0033078239082981924,0.002329016543484731,0.0017763310021890158,0.002779054847939324,0.0007561374408719711,0.0017546205359711168,0.004909524835053794,0.0009776332294752308,0.0010714440637937272,0.000726110496879961,0.002608439833319054,0.0008463029923600673,0.001399850548765415,0.002226086224712663,0.0018977746968480206,0.00278706545040627,0.0017673493350546178,0.002356012452545901,0.0013520296907679169,0.004348604187197845,0.00612071892392578,0.0013238313651327078,0.001244760053334419,0.0021474901796227183,0.000644941926146344,0.004185851661273027,0.003166387046278494,0.00037213670578832976,0.001326100327040825,0.0010049627587753302,0.0018864095371689715,0.0005868826664818373,0.001624385373948016,0.0029081377190511093,0.0011268952919728627,0.002757118161967618,0.0015192611904688066,0.001884463630018564,0.0019574429318645337,0.0016565028007363201,0.0019360626881645521,0.002278882997090167,0.002050608555422637,0.0017602103958188273,0.0022323075421980436,0.0031102217383984537,0.0009134885470318848,0.0021824028607312306,0.002240649083203687,0.00293446276454134,0.0023452237113337823,0.00824242800373358,0.00596948435956408,0.001586726248727053,0.001350845371134135,0.00518464315686748,0.0005880139531186799,0.0034541622173697886,0.0007988786150672602,0.008721834981746229,0.0032418848148843605,0.0021170832574600763,0.002767068198985801,0.009598196207751576,0.005380868384210932,0.007337006149415598,0.004538614037459096,0.007339225151503073,0.0021977560464513223,0.007673283790043259,0.006390130560956364,0.000856373912113482,0.0026208455970542564,0.0033796978722778113,0.011903679870266842,0.005196343839328734,0.002845207537316322,0.011903679870266842,-0.002568610735376427
r158 NH3 + OH <=> H2O + NH2,0.0007061272120495493,0.0005057030758612924,0.0008498047947512301,0.0003248597682115089,0.002207930725960551,3.162272541331395e-05,0.0013973273805868711,0.00040639618804588225,0.0034268009036474323,0.003232051535689392,0.0015376120535686472,0.0023067089044467915,0.002871680062057185,0.002789597620789609,0.00087960667042494,0.0013659815756059464,0.0006329533582501287,0.0016001486865931667,0.0018350099260451105,0.0013828263117351017,0.003419378136044041,0.004470248469845576,0.003801173946965466,0.002181121456236391,0.002549919178897522,0.002097676695530028,0.0004907038809253962,0.0021994950775026134,0.00022587847907516704,0.0002068536472078934,0.00053228783391963,0.000511632176100291,0.0023949806549064248,0.00024349911354717583,0.005722893755212802,0.0038844978534453485,0.004045917962229132,0.006070554879912334,0.003981481267408177,0.003952378566756177,0.002985214688201116,0.0033965279499897096,0.002322767914783737,0.0026632431980566557,0.0033679127854667735,0.0013944305248239533,0.0026028539258514923,0.0030758848414343272,0.003832415922088519,0.006773357104048863,0.007406217216045673,0.006171272734329239,0.0063046960267302095,0.005751551785595304,0.002714429766649275,0.002860470231869521,0.0022009932401613782,0.002261802981262249,0.0024015000859308913,0.0009709003879773546,0.001820504090365297,1.648752459138337e-05,0.000936731957531402,0.0002242709005048799,0.0022085160366287194,0.0031455655048700814,0.0028407620610244357,0.003366159922130233,0.001988007680982969,0.0026006626928089856,0.0015353368686547959,0.0003714094005764126,0.003521459883865384,0.0010635630856266442,0.004927941097273057,0.0035734714986765856,0.004260142273387733,0.0031572542060168763,0.0034343636566560587,0.00952456622803138,0.0008401543936468315,0.002905173390717254,0.004848327677108264,0.0009936218565998987,0.0022212256949776473,0.003196076279893979,0.002672806131851875,0.0023894872115564317,0.0003468823051220328,0.0077774543963344865,0.0004910000103225077,0.004527462985836784,0.004748927404748789,0.003945220640978181,0.003346067437441204,0.00047790912601919095,0.006313600426844975,0.0007389605575034804,0.007262750772482192,0.00017339539084765179,0.008885488009028601,0.003315174537204416,0.004434444793587224,0.0028338492856299683,0.002778215414511391,0.00952456622803138,0.0014974742257848304
r171 NNH + O2 <=> HO2 + N2,0.0002296534007941135,0.0013659594822532039,5.141885162707447e-05,4.9115200174314576e-05,0.00010280159005300935,0.0001507927260110563,0.00011720932644078485,0.001094784307658248,0.003771927174960809,6.182555814107222e-05,0.00010308416739131849,0.0020857312308015675,0.0021414892453498987,0.0028039424182681127,0.0010688383416440073,0.0020188595012429218,0.0013276711182463857,0.0013006735332593566,2.3102104744198314e-05,0.0010058351422706931,0.008382469600245641,0.008425718572897258,0.006823985984980114,0.0057721306418446125,0.003990504116778003,0.004107098969237119,0.0033639160403234458,0.003546074982182841,0.00013526563853830868,0.0029233745436257627,8.907501023134486e-05,0.00024759946179733864,3.658323800784675e-05,2.354260304746779e-05,0.00427839613892001,6.609936847532238e-05,0.00010310110001604719,6.117633595254637e-05,0.0022442448481913785,0.0024393155983327176,0.0017574637976845845,0.0008278707500604163,0.0011493183700006162,0.0009660776650103009,0.002382149340945337,6.050389899938047e-05,0.0014089753103384806,0.007379189261964367,0.005173040828722231,0.006663678346588346,0.0053252157052788105,0.004415940689840645,0.0026244097605577226,0.00444480674690891,0.0016470497983045224,0.0030804051370856627,0.001068548430581378,0.0006615080679756752,0.0008065351393616502,0.0010773497339298657,0.0010136661300309236,0.0002100772090952278,0.0004439370494427074,0.0006998586962017498,0.0019603405091759537,0.004896712451936891,0.004076560824416343,0.004024048407232012,0.0033969971258162534,0.002245484543774426,0.0018404211886230665,0.0023438302354401117,0.010669945718911052,0.008843370549178494,0.009309472531198853,0.007436923432213459,0.008223437471984677,0.004558739945630319,0.0050145288171497765,0.004755016795642715,8.607919232445549e-05,0.0008216822033674579,0.00011258359066459752,0.000615843810229194,0.00019447276226092957,0.00014160857434015374,7.060963568490696e-05,0.00496271275845849,0.0003116952319178787,0.005248884292492348,0.004473725165970097,0.0016777730023304063,0.003022485271806635,0.00035034321536106603,0.0021393919645134305,0.002640598803625467,0.005011081086046373,0.0006965305611496899,0.0064919213505344455,0.0033733611933456434,0.007898316157406604,0.0035646579164187475,0.004883827759802836,0.0025195485627021387,0.002674303150874473,0.010669945718911052,0.0020124509166957708
r61 HO2 + NH2 <=> H2NO + OH,0.0010174830679433595,0.001084847448579384,0.00034964418049025987,0.0016626059277296764,0.0012508037408187707,8.951044184858645e-05,0.0015136249826018583,0.0005784020773984678,0.0028070433846057023,0.00047045201131880695,0.0005154070116211135,0.0033165759052158927,0.0026305426874279024,0.0010950223470016925,0.002670654334553594,0.0011687887844888643,0.0011568759841051914,0.0011595582109279736,0.0006132047079228745,0.0007255952011877417,0.010034987103116108,0.008135478893937913,0.00720842310716507,0.00535871365509034,0.004468750320632933,0.00284226280685121,0.003289665150579299,0.0018283022376134278,0.0016143966345168452,0.0012627165107414252,0.0008209613020784488,0.0024008056852031405,0.00041214270058320673,1.3965185031981271e-05,0.005188100599134604,0.0010036274397401902,0.0010864657571437479,0.00011631025087381006,0.001669267982778692,0.0008231831777584604,0.002594621796890728,0.001631578808394458,0.001738021679685028,0.0002635649164964561,0.0007518147260462124,0.0003332143022561031,0.0011047760396810118,0.008971879899425331,0.0064635724071352195,0.003527829137611816,0.007286946825744014,0.004675009597072042,0.0015560349780928422,0.001850766123377883,0.002407739216325526,1.895024532795936e-06,0.0011664191827397597,0.0011200470236973619,0.0007262586975843503,0.0002675317840518271,0.00037988938779926314,0.001989610044993928,0.001493856114692465,0.00030887971435831027,0.0012436881449238723,0.0033472295297666483,0.0024157205323168244,0.0019039249881734868,0.002442551394115739,0.002044506857687521,0.0024014741605840172,0.00031253664932686336,0.009384590371924321,0.009135204866938779,0.00472117176884013,0.00541047208500221,0.004323808545211796,0.00470630183578936,0.003607506584816365,0.0009754312429346033,0.0003956009466182695,0.004861861614376463,0.0012860534403928631,0.0023877128480212476,0.0006070632109017763,0.0018678211519879604,0.0013610369255463363,0.0022005102300995,0.0019354757770206903,0.0010865767211606706,0.002022344348329436,0.0013631068078558861,0.00230754891498236,0.0038637634605759234,0.0027476022781725245,0.007460912211188756,0.0026491805703177927,0.005670707387852125,0.006026337220515413,0.010983726828770258,0.003954345322807064,0.004703829179340563,0.0001368601124314083,0.0013435750802348108,0.0025929480626432303,0.010983726828770258,-0.002281133462686428
r162 NNH <=> H + N2,0.0002370949597873891,9.480761464518176e-05,0.0001223232764895965,4.915988523367316e-05,6.410329406926836e-05,0.0001614943948898975,0.0034004453502750847,6.408336215977971e-05,0.00015706417453947543,6.119243211486935e-05,0.0013600015309619161,0.003739691581619839,0.0023205651203949073,0.0014617491308881296,0.002709373272073254,0.0013792061311624876,0.0017668927562661484,0.000515897830944437,0.0008414157123198329,0.0021043829197264514,0.007444092848394725,0.007069367996737738,0.006741316754522054,0.006375529275570378,0.005925352274980012,0.004394532442262694,0.005630303816712723,0.0034437726844873235,0.001609945087843007,0.0004013637043719971,6.796421822278105e-05,0.00046834165875534454,6.715792604865907e-05,5.3584406285653335e-05,0.0008715007821603175,9.004129808404352e-05,0.00013487585776425463,9.087844118503866e-05,0.0015948464917462345,0.0010062183625617984,0.001519344545226132,0.0027425952744673933,0.0014767606706506278,0.001046444570984127,0.0007851180433230511,0.002100669373674318,0.0012022947942991436,0.00620873337429732,0.006209754189998741,0.004295032922362196,0.0026837090373299736,0.004276410810707278,0.0017725939701986723,0.0029920243661640776,0.003978132153963375,0.001898594625957498,0.0005137258725481031,0.0006985933531716811,0.0005615983318666628,0.0008166719100828707,0.0005208589775804045,0.0021090518990641615,0.0007888065635905397,0.0015020920212549273,0.000461213082573526,0.004227563813535119,0.004073293152513351,0.0029329159455919306,0.002940177996504799,0.0038106233020633352,0.00424688655882805,0.001902161179909144,0.010276694486859514,0.010275784224661251,0.007868260686647576,0.007488424881702414,0.007789588634543551,0.006855768327186762,0.005599947290046991,6.279856480209465e-05,8.210919554439328e-05,0.0020893812452330925,7.296407536254021e-05,0.001140742259777894,0.00014156055340801025,0.00527951688925924,0.00010166016523904265,0.00021754124873387884,0.00024858901494485857,0.004783345025534393,0.004982468938740311,2.9052438178099967e-05,0.0009878687964177011,0.0016527082321015326,0.00033844408253099715,0.0043243181179895155,0.0021909172698134976,0.002756360541506264,0.0015671146851494293,0.005376588937766547,0.004650370003217866,0.0005342682167311239,0.001547634828351601,0.008934052391195891,0.002534934826853065,0.010276694486859514,-0.0020033148649676587
r173 plog[3]@100.0atm HNO <=> H + NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014247172252299866,0.0011221592512772097,0.0006460928840120958,0.0013527493398185968,0.0009955924731265395,0.0014685816337871944,0.00039191068689519115,0.0014177202206892858,0.00020488795363103265,0.011969192228442678,0.01103645440151134,0.011799222957574402,0.010616813801685299,0.008931335983727104,0.007657384959555945,0.007160605584533433,0.0048663002615557385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001301704533662336,0.00038378132780120277,0.0006915831649973625,1.6055964813467303e-05,0.0016963536015728007,0.0011989982148799389,0.000730590584635983,5.947230958575466e-05,0.0007221997035818932,0.007753294570334679,0.007004073490082479,0.00640997856103515,0.003017514665582788,0.005446876771176759,0.003285714659961959,0.0042434030981309415,0.006094869679559086,0.004626020077458733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006825122554263668,0.0005082114685144698,0.00030412947696308365,6.020627476271179e-05,0.000676085762602523,0.00037484034701461716,0.0013711925414431566,0.008093659522457997,0.008721015581770292,0.0059935641072077234,0.0067819324225756325,0.006840785313041189,0.006727619147464194,0.006150064307349496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004441896486638043,0.0015423281931237858,0.00044158385436127634,0.004939411460069427,0.0002141813306289342,0.0001267206543736059,0.00011922060100989838,2.8041550241165482e-05,0.003929564694817689,0.004954980630846492,0.012791487317513414,0.007213869837094232,0.0017072499039869715,0.0030907649759097586,0.0006333264224153797,0.002280813973726249,0.012791487317513414,-0.0020908607967284904
r177 HNO + O2 <=> HO2 + NO,0.001766333612171083,0.002466490317744612,9.732291648084686e-05,0.0012328186970037291,0.0006587444058356348,0.001169956918332327,0.0009505512740699837,0.0013075335571267647,0.00029372930682374643,0.0004096856335651343,0.0006240019122427888,0.005675918157923056,0.005282203946957378,0.004938056316380754,0.0033785322419489896,0.0029789347315277203,0.0018697680314271603,0.002606013264405993,0.0012393492971661296,0.0013207228640916247,0.009860517882333547,0.00832706094504011,0.0070444427461125525,0.006250605527720809,0.0036660129338464895,0.002937724910558808,0.002024002804435662,0.002378218304219479,0.0005980862859961064,1.4639180754360776e-05,0.002085622778630797,0.0013738752978558135,9.270157150483116e-05,0.00018666481726969274,0.0008455792090957239,0.0003944900792290298,0.00038327321403615707,0.00022621487822983768,0.003289407458852893,0.0026408649625881005,0.0018841819596738532,0.0013068026811242984,0.00028233475912270434,0.0021117819557841242,0.0008723442867276943,0.0006031813270972095,0.0010086491548199664,0.0020945837253449695,0.0010025667431497057,0.004066430590994005,0.0024955937056136816,0.002769556439900293,0.004214089567862315,0.0019500098208483402,0.0002958666672493225,0.00202235244242188,0.0026526400644431574,0.0028823409746743804,0.0024214067996685988,0.0023114150642490738,0.0012633477365482874,0.0015376782116250925,0.0003612434364374761,0.001329897197339828,0.0006855224578092991,0.004431867483705041,0.0029257717023578925,0.0033345253729500208,0.0028346262015144282,0.0016316314204422695,0.0004645986544560946,0.0005201952431569258,0.006107249629300543,0.005079887894189375,0.0051152442160337964,0.0025893235717880285,0.004079814517693634,0.0013427037822502572,0.0010547860915962736,0.00257112694972319,0.00031946962439833833,0.0008143388371039391,4.1237926433930125e-05,3.471258988380467e-05,9.41818412819926e-05,0.004156167336085056,0.00011594170720754102,0.004794082668338927,0.0005069350344338208,0.00520451482635661,0.004693602183461652,0.002673320791514196,0.0026084305773237436,0.0006652752386379182,0.0020036420658371525,0.0007697791982241974,0.004888024207519956,0.0002764337630921305,0.0040882823481825275,0.001229362997729738,0.0023264554168799557,0.004571034927115045,0.0011527120745607711,0.002727521317895411,0.002251454838391557,0.009860517882333547,0.0017434944798370533
r58 NH2 + O <=> H + HNO,0.000460997251810365,0.0005144056273595279,0.00026045003531337843,0.0014087292245134441,0.0006913785041012287,0.00040507545016772755,0.0025732258390568316,9.738352096095527e-05,0.004953762068001241,0.0036842829984774597,0.0037587411424037463,0.00034678485787059676,0.00042944918165857614,0.0008641690219354139,0.00026781766555268046,0.00015658037067977382,0.000892180458479744,2.8116545108003796e-05,0.00076016651268216,0.0009595944889599859,7.946108919870136e-06,0.00013222435990719068,0.0010568913250671257,0.0004952057218754803,0.0008870969519930883,0.0011873486282175576,0.0014634257189408081,0.0001266959161976927,0.0005813426818553211,0.0009826817879540109,0.0021523267907811237,0.0019897389794628294,0.0033698566448687466,0.001057486289032648,0.001559904065595474,0.006874572784936704,0.0016653855764334452,0.008452048869324918,0.0023213035200855634,0.0033855236746868807,0.0021997436125784113,0.0023883129607275948,0.0026904833569635187,0.00021640297688756675,0.0026451349605094796,0.0013665993724784893,0.0013981241627841106,0.0029632498382604327,0.00242080165692667,0.0016464578817712934,0.0013468437640335802,0.0014570744022647812,0.0046458278942184935,0.0010403458280658468,0.00043930120576327205,0.003814135330393262,0.0040707063818621846,0.004176052513396557,0.00324446362500126,0.003287092778599366,0.0020153298337928817,0.0016173306412699063,0.003842419665033966,0.0010095565277672255,0.0008884657786216947,0.00442939483885496,0.003728692455077764,0.004070396408857905,0.003268662259310238,0.0030988841015949678,0.0014623352280967498,0.002287576143518085,0.0020812110758900346,0.0021621602945216443,0.004573615428793666,0.0021624910230208646,0.0031844037185354,0.0019515432687946224,0.0021805661446506783,0.002362937117710256,0.0026205294283555,0.0019410919373420113,0.0009567575726470949,0.00043909219267615295,0.001104638958616924,0.010406767833431611,0.004843743974831015,0.002154048756390027,0.00010596466621028284,0.007373318929560691,0.0007086990432192032,0.0009752927667532001,0.005728647197075205,0.00018059059463721664,0.0038495916894175264,0.0007267329721242172,0.004098443568394701,0.00010710153552605954,0.0035842175377793664,0.0049625121251431524,0.00024745019911583485,0.0019945745895688775,0.0017323874279578588,0.0028350896562146025,0.0021805260458790127,0.010406767833431611,0.0013644787955600325
r39 H + NH <=> H2 + N,0.001205185820789133,0.000703202046290907,0.00026763626898454397,0.0004857787381508305,0.0008978885004641503,0.0001367405539563845,0.0010173780612883993,0.0005066434726257593,0.0014576763759658942,0.0015122620907377208,0.00295442820849293,0.00028149718291434607,0.0010321076134785813,0.0017920303613132064,0.0007288744583295523,0.0005312378254532821,0.0010317894921934852,0.0006241873664407921,0.0016168182265349229,9.78571052195145e-05,0.00026177528841027326,0.0008472455835214587,0.0004286545989441783,0.0006940374570622611,0.0007773368174504097,0.0010121133772188582,0.0014040140855087143,0.0012389804985745048,0.0011869280092262327,0.00211044405642632,0.0032412289473088044,0.0030808985834541096,0.004635338796283974,0.0019523646683126845,0.0007994953513928666,0.007962213545701062,0.0015987815396842986,0.010189913834274682,0.0009339624965909219,0.0021451924546659496,0.002020735287817667,0.001554045649429948,0.001958405436003842,0.0013066376906838764,0.0034931181130148496,0.0037679201513785977,0.0025899448487407147,0.0030761059819312195,0.0021175498283557224,0.0004070854979497408,0.0022393410325356818,0.0007591727370290491,0.0038660874301324226,0.00048059088850185117,0.001996351842392177,0.004431688207328654,0.0015948457055147839,0.0026010287892636,0.002968175266764342,0.002675438123597702,0.0015697066905174548,0.002396093739789541,0.00430028702717736,0.0028887758372610883,0.0017758792222529606,0.0007170081681094999,0.001096814168328273,0.0013766342390402204,0.000877794191231004,0.0012744374538745402,0.0004559720439632399,0.0022215167404577435,3.705059576645949e-05,0.0005115192331216395,0.0022424523926763075,0.0011922022911010045,0.0006634445963320535,0.0011217621766738395,0.0013372878307177688,0.0002829139681391554,0.0007723125624049754,0.000716462010728683,0.0006008276096143209,0.002630027427710357,0.0031539781440097473,0.01015350369236686,0.0017382716673026378,0.0068111436090492515,0.006123909221222782,0.006535116713967449,0.0005839122361280958,0.004256330457123872,0.0020476685890745312,0.0031806181318640965,0.0036488006987018,0.0016603121453082077,0.004614449816290495,0.006603253516749817,0.006840501357866654,0.0005393086755575238,0.005827772742171872,0.0008971168402795968,0.0006804411852775975,0.002958738149464534,0.002146160943026637,0.010189913834274682,0.0013578783308849293
r99 low N2H3 (+M) <=> H + N2H2 (+M),0.00012871318641635506,0.00018059993054289096,0.0008349307646613727,0.0012747321653491944,0.00010956749148768165,0.00016748770987559653,0.00014235428263935785,0.00125843018853687,0.0016385539545492383,0.004816664525099225,0.00278164911148868,0.0013478117721444985,0.0009545782778597416,5.7755434000091045e-05,0.0005585644867902346,0.00026152263783846887,0.0020138139401399005,0.0015297611174755878,0.00014117551063846527,0.00036895781094470814,0.0016626581966175439,0.0012053277443631312,0.002263504073647418,0.001753207943241037,0.001182665531715,0.0015841200226172636,0.0003534118002952861,0.00011236416662736807,0.00032386555375353847,0.0005412260316441692,0.002186004322963318,0.0028307274205915394,0.0006951109441822684,0.0020560293400307874,0.005548029320241217,0.0032559718172933154,0.00018529399582100446,0.007476869478463976,0.0015580968196742453,0.0012221770317411018,0.00078279849280041,0.0015535346617716079,0.00017626192406807253,0.00010301299270466043,0.00048351739221190676,0.0005039046593297465,0.0007156118710246332,0.001687922179989888,0.006712647780383346,0.005287054245108224,0.00024899044262682694,0.00046711550442838436,0.0012918933164160118,0.0022230273974531258,0.0020433983029518278,0.0009512144552914938,0.00012266899951498799,0.00024177931382243843,0.00025326027383823046,0.0010200188078059208,0.0009584890480776304,0.0017169293274702049,0.0020990431379346703,0.00034468611731409667,0.0004711162300372482,0.0025626740478485637,0.0016577767040138235,0.000632434015334171,0.0011417047970894857,0.0007853165888672237,0.0018130479168126845,8.470176299076394e-05,0.0050113125303975934,0.005073131501083285,0.0018452810932640426,0.002843936548270231,0.0027478084739052887,0.0034053242301315292,0.0009539551635828482,0.005224043510774508,0.0008015371069183484,0.0034783290807919843,0.0012716195369045175,4.71708189754184e-05,0.003699418534822688,0.007852511381717586,0.0025665924937005474,0.006378174113588943,0.0018296997843938036,0.001812947918646396,0.007985286993217483,0.006802120375901994,0.0006652989032385771,0.0035062337928305734,0.0034241683741253162,0.00020299242921969815,0.004124124876915962,0.005540656232314944,0.0015228810438515643,0.00834275643714953,0.0010022242235105286,0.0016125490288867734,0.0036924902312447465,0.0032572156173002074,0.002002169528297235,0.00834275643714953,-0.0011917993707169575
r173 plog[1]@1.0atm HNO <=> H + NO,0.008377352540534672,0.00748155566158304,0.006965230903187742,0.007585323206920057,0.006703140180430252,0.005966424578456555,0.00825257117629797,0.003914768374013215,0.0052498551735728665,0.00042057937371500737,0.0034245156157606434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007367198079895529,0.0073124467655200365,0.005261949567405196,0.005596014827956924,0.0024427092117280296,0.0057963216262028735,0.008095076227121599,0.0007866582564472201,0.002543995981615671,0.0001318394718330716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009149704687887844,0.007952501517401258,0.00785891927713275,0.007259859564155092,0.006413257151348249,0.006862669068383614,0.0055832189066259376,0.004986364938625602,0.004290799572033893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00473592649396388,0.0026397676095509088,0.0011791891539927688,0.0006822101305339542,0.007328340360312521,0.003445345676034465,0.005656835914002005,0.0037385934916430094,0.006137133280286994,0.001956705337243551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019955083551091964,0.009149704687887844,-0.0018428388441045095
r73 2 NH2 <=> NH + NH3,0.0009020437459204667,0.0019065781088498759,0.00015383668447452922,0.0017374359237361434,0.0012939876943126362,0.0012888780333867814,8.27785266284681e-05,0.0019166486833693186,0.0009171005778226178,0.005416730497133966,0.00174772082467309,0.002293020347599827,0.0022374209919635794,0.0018082806751745905,0.0021354496729855577,0.0008723673236767455,0.0026829813830110834,0.0011835144610983356,0.0023734102765559932,0.0014091938961272536,0.0034428561275056477,0.003638121738859569,0.004024234447173358,0.003417007822611931,0.002407202488737392,0.003085240467252986,0.001844544685732572,0.0017519119737221748,0.0009430192081231673,0.0004511220652530498,0.0006154734883582796,0.0014205802052889478,0.002227482191736305,0.002085074021300132,0.003623244181383718,0.004401064289461896,0.004489277657879032,0.005699843275991334,0.0003007604601856904,0.00026794133980705364,0.0008815022585036878,0.0007419843209849743,9.941781602758863e-05,0.0010298942291884915,0.00198030802425383,0.0004420879962102851,0.0009029007971436469,0.0005426504594963388,0.008112050243263511,0.001157775543862391,0.0013336920963015755,0.0011388996746506095,0.0008495447752350395,0.001356265670914941,0.0004341881360316301,0.0003779232758517938,0.0014138744427163396,0.001733335669479731,0.0018681929569267972,0.002182073789669406,0.001197695934535545,0.00012459130370512118,0.0032789783395284337,0.002055026166067629,9.061308657938718e-05,9.05961666416198e-05,3.2281531463687985e-06,0.0010822297144059412,0.0002310923150458037,0.0006843170372464169,0.00018336170238496025,0.0016282608717961633,0.002646160307028484,0.003316422147747174,0.0015357250103210575,0.0010779921851184686,0.0010911754051101741,0.001456799177921012,0.00020193358175223987,0.0005293629714825001,0.001045620558956743,8.342339253922361e-05,0.0017913205686323895,0.0006053047543696514,0.003459797694102125,0.010253824607507985,0.0008700808231521296,0.0011927840693888793,0.0023275771477921465,0.005669321554567735,0.0003219106498849942,0.003896215084190364,0.004180312563678691,0.0030302952394009653,0.0016181710631263985,0.002628882458129964,0.003709413917687111,0.0014503336980572297,0.004661382957008164,0.0023786667136879184,0.0013442006881163899,0.004712421656769123,0.00316200763909383,0.0011879141372033806,0.0019342373832325552,0.010253824607507985,-6.983563313327172e-05
r201 low N2O (+M) <=> N2 + O (+M),0.000991751742805411,0.0002829843378295006,5.205900114286248e-05,0.00011540691881846459,0.00034215892209368517,0.00021429143256259696,0.002168134764769387,0.0015915373867082692,0.00028188487329705147,0.0033869229031814074,0.0020429213446489345,0.0008300769988076937,0.0007089232211891632,0.000532873608542282,0.0007072565192096342,0.0007158475362423904,0.0005601295599436275,0.0006089011551837432,0.001656816241254496,0.0010714575427136046,0.0012720953159915918,0.0010734157455443427,0.0012595575225194152,0.0014085749997586033,0.0011812277104672106,0.0027866785471069504,0.0026876885553363925,0.001492641856260078,0.002009669737967901,0.0040617103921709845,0.0008059829448436826,0.0015539705118083858,0.0005071255950194062,0.0013656508518412624,0.006709647145879277,0.0018389004984701804,0.0015014184795634406,0.0018096671392310302,0.0017003885649732897,0.0011488222191526256,0.0015384899392409043,0.002581420949432172,0.002074722530978787,0.0009736564554063221,0.001769117372949818,0.00011990130372641967,0.001819988686105993,0.00425752625467657,0.00023839189049668717,0.0010434585209124709,0.0009871216823512394,0.003549830675393612,0.0014317892268761866,0.0014468666557703523,0.003100222467353959,0.0002635747426035119,0.0007253572263983997,0.0005155338820751995,0.0011436511984641545,0.0010073359200513817,0.0011630257934408929,0.003123220446465439,2.3701545661164635e-05,0.0014677650422885438,0.0023875172667968086,0.0013631764525428756,0.0009129798976765061,0.000685800311722248,0.0012869233416046785,0.0021365110195934347,0.0018223331384980422,0.0014442063460297372,0.0007153268750934396,0.0010731737487548515,0.0006610217352624995,0.001002142250003376,0.0011680591958921397,0.0019042381233200802,0.002918032140074791,0.0030173920664312336,0.0073430324551908,0.0029356778261325203,0.0005102074469613847,0.002496145501756183,0.0008404496010373473,0.0016655364971680355,0.004532338981328337,0.010158342302968085,0.00338053512608897,0.0031736273301604945,0.0013580631632039025,0.0018831887808646367,2.560354904433227e-05,0.002896387034887882,0.0011921167452778418,0.0027952498171897305,0.0018732483675465018,0.00299786177178695,0.00570862154475762,0.007901106547606071,0.0005578986007520296,0.001669707882532311,0.00010272673179121011,0.0019011503040800984,0.0018057740247440428,0.010158342302968085,-0.0014299452617069065
